Title,Category,Best Paper
BSP-Net: Generating Compact Meshes via Binary Space Partitioning,Computer Vision,TRUE
Which Is Plagiarism: Fashion Image Retrieval Based on Regional Representation for Design Protection,Computer Vision,FALSE
Relation-Aware Global Attention for Person Re-Identification,Computer Vision,FALSE
Adversarial Camouflage: Hiding Physical-World Attacks With Natural Styles,Computer Vision,FALSE
Evolving Losses for Unsupervised Video Representation Learning,Computer Vision,FALSE
3DV: 3D Dynamic Voxel for Action Recognition in Depth Video,Computer Vision,FALSE
Benchmarking Adversarial Robustness on Image Classification,Computer Vision,FALSE
What It Thinks Is Important Is Important: Robustness Transfers Through Input Gradients,Computer Vision,FALSE
Gum-Net: Unsupervised Geometric Matching for Fast and Accurate 3D Subtomogram Image Alignment and Averaging,Computer Vision,FALSE
Deep Parametric Shape Predictions Using Distance Fields,Computer Vision,FALSE
Correspondence-Free Material Reconstruction using Sparse Surface Constraints,Computer Vision,FALSE
PointPainting: Sequential Fusion for 3D Object Detection,Computer Vision,FALSE
Adaptive Subspaces for Few-Shot Learning,Computer Vision,FALSE
In Perfect Shape: Certifiably Optimal 3D Shape Reconstruction From 2D Landmarks,Computer Vision,FALSE
Dynamic Graph Message Passing Networks,Computer Vision,FALSE
Evaluating Weakly Supervised Object Localization Methods Right,Computer Vision,FALSE
ClusterVO: Clustering Moving Instances and Estimating Visual Odometry for Self and Surroundings,Computer Vision,FALSE
DaST: Data-Free Substitute Training for Adversarial Attacks,Computer Vision,FALSE
Cross-Domain Semantic Segmentation via Domain-Invariant Interactive Relation Transfer,Computer Vision,FALSE
Minimal Solutions for Relative Pose With a Single Affine Correspondence,Computer Vision,FALSE
Agriculture-Vision: A Large Aerial Image Database for Agricultural Pattern Analysis,Computer Vision,FALSE
ActiveMoCap: Optimized Viewpoint Selection for Active Human Motion Capture,Computer Vision,FALSE
ScrabbleGAN: Semi-Supervised Varying Length Handwritten Text Generation,Computer Vision,FALSE
Scalability in Perception for Autonomous Driving: Waymo Open Dataset,Computer Vision,FALSE
Multi-Modal Domain Adaptation for Fine-Grained Action Recognition,Computer Vision,FALSE
A Sparse Resultant Based Method for Efficient Minimal Solvers,Computer Vision,FALSE
DeeperForensics-1.0: A Large-Scale Dataset for Real-World Face Forgery Detection,Computer Vision,FALSE
Shape Reconstruction by Learning Differentiable Surface Representations,Computer Vision,FALSE
Temporal Pyramid Network for Action Recognition,Computer Vision,FALSE
Fusion-Aware Point Convolution for Online Semantic 3D Scene Segmentation,Computer Vision,FALSE
Skeleton-Based Action Recognition With Shift Graph Convolutional Network,Computer Vision,FALSE
How Does Noise Help Robustness? Explanation and Exploration under the Neural SDE Framework,Computer Vision,FALSE
Context-Aware Group Captioning via Self-Attention and Contrastive Features,Computer Vision,FALSE
Learning to Forget for Meta-Learning,Computer Vision,FALSE
A Self-supervised Approach for Adversarial Robustness,Computer Vision,FALSE
Multimodal Future Localization and Emergence Prediction for Objects in Egocentric View With a Reachability Prior,Computer Vision,FALSE
OccuSeg: Occupancy-Aware 3D Instance Segmentation,Computer Vision,FALSE
RevealNet: Seeing Behind Objects in RGB-D Scans,Computer Vision,FALSE
Deep Optics for Single-Shot High-Dynamic-Range Imaging,Computer Vision,FALSE
HybridPose: 6D Object Pose Estimation Under Hybrid Representations,Computer Vision,FALSE
Ensemble Generative Cleaning With Feedback Loops for Defending Adversarial Attacks,Computer Vision,FALSE
Spatial-Temporal Graph Convolutional Network for Video-Based Person Re-Identification,Computer Vision,FALSE
The Secret Revealer: Generative Model-Inversion Attacks Against Deep Neural Networks,Computer Vision,FALSE
Video Modeling With Correlation Networks,Computer Vision,FALSE
Understanding Road Layout From Videos as a Whole,Computer Vision,FALSE
Universal Physical Camouflage Attacks on Object Detectors,Computer Vision,FALSE
Ego-Topo: Environment Affordances From Egocentric Video,Computer Vision,FALSE
Few-Shot Object Detection With Attention-RPN and Multi-Relation Detector,Computer Vision,FALSE
Salience-Guided Cascaded Suppression Network for Person Re-Identification,Computer Vision,FALSE
Height and Uprightness Invariance for 3D Prediction From a Single View,Computer Vision,FALSE
Projection & Probability-Driven Black-Box Attack,Computer Vision,FALSE
Deep Stereo Using Adaptive Thin Volume Representation With Uncertainty Awareness,Computer Vision,FALSE
GreedyNAS: Towards Fast One-Shot NAS With Greedy Supernet,Computer Vision,FALSE
Efficient Dynamic Scene Deblurring Using Spatially Variant Deconvolution Network With Optical Flow Guided Training,Computer Vision,FALSE
Learning 3D Semantic Scene Graphs From 3D Indoor Reconstructions,Computer Vision,FALSE
Reliable Weighted Optimal Transport for Unsupervised Domain Adaptation,Computer Vision,FALSE
Deblurring by Realistic Blurring,Computer Vision,FALSE
Geometric Structure Based and Regularized Depth Estimation From 360 Indoor Imagery,Computer Vision,FALSE
Learning in the Frequency Domain,Computer Vision,FALSE
BiFuse: Monocular 360 Depth Estimation via Bi-Projection Fusion,Computer Vision,FALSE
BDD100K: A Diverse Driving Dataset for Heterogeneous Multitask Learning,Computer Vision,FALSE
Plug-and-Play Algorithms for Large-Scale Snapshot Compressive Imaging,Computer Vision,FALSE
Single-Stage Semantic Segmentation From Image Labels,Computer Vision,FALSE
Spatially-Attentive Patch-Hierarchical Network for Adaptive Motion Deblurring,Computer Vision,FALSE
Front2Back: Single View 3D Shape Reconstruction via Front to Back Prediction,Computer Vision,FALSE
Reverse Perspective Network for Perspective-Aware Object Counting,Computer Vision,FALSE
"Show, Edit and Tell: A Framework for Editing Image Captions",Computer Vision,FALSE
Self-Learning Video Rain Streak Removal: When Cyclic Consistency Meets Temporal Correspondence,Computer Vision,FALSE
QEBA: Query-Efficient Boundary-Based Blackbox Attack,Computer Vision,FALSE
Generating and Exploiting Probabilistic Monocular Depth Estimates,Computer Vision,FALSE
Context-Aware Attention Network for Image-Text Retrieval,Computer Vision,FALSE
From Image Collections to Point Clouds With Self-Supervised Shape and Pose Networks,Computer Vision,FALSE
Predicting Goal-Directed Human Attention Using Inverse Reinforcement Learning,Computer Vision,FALSE
gDLS*: Generalized Pose-and-Scale Estimation Given Scale and Gravity Priors,Computer Vision,FALSE
Perceptual Quality Assessment of Smartphone Photography,Computer Vision,FALSE
When NAS Meets Robustness: In Search of Robust Architectures Against Adversarial Attacks,Computer Vision,FALSE
Fast Symmetric Diffeomorphic Image Registration with Convolutional Neural Networks,Computer Vision,FALSE
Deep White-Balance Editing,Computer Vision,FALSE
Convolution in the Cloud: Learning Deformable Kernels in 3D Graph Convolution Networks for Point Cloud Analysis,Computer Vision,FALSE
Upgrading Optical Flow to 3D Scene Flow Through Optical Expansion,Computer Vision,FALSE
Collaborative Distillation for Ultra-Resolution Universal Style Transfer,Computer Vision,FALSE
L2-GCN: Layer-Wise and Learned Efficient Training of Graph Convolutional Networks,Computer Vision,FALSE
Mapillary Street-Level Sequences: A Dataset for Lifelong Place Recognition,Computer Vision,FALSE
M-LVC: Multiple Frames Prediction for Learned Video Compression,Computer Vision,FALSE
Fusing Wearable IMUs With Multi-View Images for Human Pose Estimation: A Geometric Approach,Computer Vision,FALSE
DNU: Deep Non-Local Unrolling for Computational Spectral Imaging,Computer Vision,FALSE
Single-Stage 6D Object Pose Estimation,Computer Vision,FALSE
A Physics-Based Noise Formation Model for Extreme Low-Light Raw Denoising,Computer Vision,FALSE
AdaBits: Neural Network Quantization With Adaptive Bit-Widths,Computer Vision,FALSE
A Lighting-Invariant Point Processor for Shading,Computer Vision,FALSE
Learning a Reinforced Agent for Flexible Exposure Bracketing Selection,Computer Vision,FALSE
Focus on Defocus: Bridging the Synthetic to Real Domain Gap for Depth Estimation,Computer Vision,FALSE
Defending Against Universal Attacks Through Selective Feature Regeneration,Computer Vision,FALSE
Cross-View Correspondence Reasoning Based on Bipartite Graph Convolutional Network for Mammogram Mass Detection,Computer Vision,FALSE
Image Search With Text Feedback by Visiolinguistic Attention Learning,Computer Vision,FALSE
Joint 3D Instance Segmentation and Object Detection for Autonomous Driving,Computer Vision,FALSE
DUNIT: Detection-Based Unsupervised Image-to-Image Translation,Computer Vision,FALSE
Self-Supervised Human Depth Estimation From Monocular Videos,Computer Vision,FALSE
Enhancing Intrinsic Adversarial Robustness via Feature Pyramid Decoder,Computer Vision,FALSE
Two-Shot Spatially-Varying BRDF and Shape Estimation,Computer Vision,FALSE
Polarized Non-Line-of-Sight Imaging,Computer Vision,FALSE
End-to-End Optimization of Scene Layout,Computer Vision,FALSE
HVNet: Hybrid Voxel Network for LiDAR Based 3D Object Detection,Computer Vision,FALSE
Action Modifiers: Learning From Adverbs in Instructional Videos,Computer Vision,FALSE
Zero-Reference Deep Curve Estimation for Low-Light Image Enhancement,Computer Vision,FALSE
FPConv: Learning Local Flattening for Point Convolution,Computer Vision,FALSE
View-GCN: View-Based Graph Convolutional Network for 3D Shape Analysis,Computer Vision,FALSE
Footprints and Free Space From a Single Color Image,Computer Vision,FALSE
Towards Efficient Model Compression via Learned Global Ranking,Computer Vision,FALSE
Learning Multiview 3D Point Cloud Registration,Computer Vision,FALSE
Transformation GAN for Unsupervised Image Synthesis and Representation Learning,Computer Vision,FALSE
Robustness Guarantees for Deep Neural Networks on Videos,Computer Vision,FALSE
Neural Data Server: A Large-Scale Search Engine for Transfer Learning Data,Computer Vision,FALSE
Instance Guided Proposal Network for Person Search,Computer Vision,FALSE
Deep Representation Learning on Long-Tailed Data: A Learnable Embedding Augmentation Perspective,Computer Vision,FALSE
Non-Line-of-Sight Surface Reconstruction Using the Directional Light-Cone Transform,Computer Vision,FALSE
IntrA: 3D Intracranial Aneurysm Dataset for Deep Learning,Computer Vision,FALSE
3D-ZeF: A 3D Zebrafish Tracking Benchmark Dataset,Computer Vision,FALSE
X3D: Expanding Architectures for Efficient Video Recognition,Computer Vision,FALSE
Unsupervised Intra-Domain Adaptation for Semantic Segmentation Through Self-Supervision,Computer Vision,FALSE
Something-Else: Compositional Action Recognition With Spatial-Temporal Interaction Networks,Computer Vision,FALSE
Exploring Spatial-Temporal Multi-Frequency Analysis for High-Fidelity and Temporal-Consistency Video Prediction,Computer Vision,FALSE
Point-GNN: Graph Neural Network for 3D Object Detection in a Point Cloud,Computer Vision,FALSE
How Much Time Do You Have? Modeling Multi-Duration Saliency,Computer Vision,FALSE
Learning Fused Pixel and Feature-Based View Reconstructions for Light Fields,Computer Vision,FALSE
Google Landmarks Dataset v2 - A Large-Scale Benchmark for Instance-Level Recognition and Retrieval,Computer Vision,FALSE
Lightweight Photometric Stereo for Facial Details Recovery,Computer Vision,FALSE
SAL: Sign Agnostic Learning of Shapes From Raw Data,Computer Vision,FALSE
Learning Filter Pruning Criteria for Deep Convolutional Neural Networks Acceleration,Computer Vision,FALSE
WCP: Worst-Case Perturbations for Semi-Supervised Deep Learning,Computer Vision,FALSE
Separating Particulate Matter From a Single Microscopic Image,Computer Vision,FALSE
Event Probability Mask (EPM) and Event Denoising Convolutional Neural Network (EDnCNN) for Neuromorphic Cameras,Computer Vision,FALSE
Peek-a-Boo: Occlusion Reasoning in Indoor Scenes With Plane Representations,Computer Vision,FALSE
Unsupervised Learning of Probably Symmetric Deformable 3D Objects From Images in the Wild,Computer Vision,TRUE
Multi-scale Domain-adversarial Multiple-instance CNN for Cancer Subtype Classification with Unannotated Histopathological Images,Computer Vision,FALSE
STAViS: Spatio-Temporal AudioVisual Saliency Network,Computer Vision,FALSE
OctSqueeze: Octree-Structured Entropy Model for LiDAR Compression,Computer Vision,FALSE
Block-Wisely Supervised Neural Architecture Search With Knowledge Distillation,Computer Vision,FALSE
PANDA: A Gigapixel-Level Human-Centric Video Dataset,Computer Vision,FALSE
Few-Shot Learning of Part-Specific Probability Space for 3D Shape Segmentation,Computer Vision,FALSE
Actor-Transformers for Group Activity Recognition,Computer Vision,FALSE
Domain Adaptation for Image Dehazing,Computer Vision,FALSE
Exploiting Joint Robustness to Adversarial Perturbations,Computer Vision,FALSE
Advisable Learning for Self-Driving Vehicles by Internalizing Observation-to-Action Rules,Computer Vision,FALSE
Lightweight Multi-View 3D Pose Estimation Through Camera-Disentangled Representation,Computer Vision,FALSE
Robust Design of Deep Neural Networks Against Adversarial Attacks Based on Lyapunov Theory,Computer Vision,FALSE
Cross-Modal Deep Face Normals With Deactivable Skip Connections,Computer Vision,FALSE
Progressive Adversarial Networks for Fine-Grained Domain Adaptation,Computer Vision,FALSE
ActBERT: Learning Global-Local Video-Text Representations,Computer Vision,FALSE
Towards Visually Explaining Variational Autoencoders,Computer Vision,FALSE
CenterMask: Single Shot Instance Segmentation With Point Representation,Computer Vision,FALSE
BidNet: Binocular Image Dehazing Without Explicit Disparity Estimation,Computer Vision,FALSE
Unsupervised Learning From Video With Deep Neural Embeddings,Computer Vision,FALSE
One-Shot Domain Adaptation for Face Generation,Computer Vision,FALSE
A Unified Optimization Framework for Low-Rank Inducing Penalties,Computer Vision,FALSE
Cost Volume Pyramid Based Depth Inference for Multi-View Stereo,Computer Vision,FALSE
Learning for Video Compression With Hierarchical Quality and Recurrent Enhancement,Computer Vision,FALSE
Sub-Frame Appearance and 6D Pose Estimation of Fast Moving Objects,Computer Vision,FALSE
TetraTSDF: 3D Human Reconstruction From a Single Image With a Tetrahedral Outer Shell,Computer Vision,FALSE
Flow2Stereo: Effective Self-Supervised Learning of Optical Flow and Stereo Matching,Computer Vision,FALSE
Local Class-Specific and Global Image-Level Generative Adversarial Networks for Semantic-Guided Scene Generation,Computer Vision,FALSE
Fast Soft Color Segmentation,Computer Vision,FALSE
Partial Weight Adaptation for Robust DNN Inference,Computer Vision,FALSE
Deep Facial Non-Rigid Multi-View Stereo,Computer Vision,FALSE
Deep Shutter Unrolling Network,Computer Vision,FALSE
BlendMask: Top-Down Meets Bottom-Up for Instance Segmentation,Computer Vision,FALSE
Towards Learning Structure via Consensus for Face Segmentation and Parsing,Computer Vision,FALSE
Pixel Consensus Voting for Panoptic Segmentation,Computer Vision,FALSE
Towards Unsupervised Learning of Generative Models for 3D Controllable Image Synthesis,Computer Vision,FALSE
Exploit Clues From Views: Self-Supervised and Regularized Learning for Multiview Object Recognition,Computer Vision,FALSE
SampleNet: Differentiable Point Cloud Sampling,Computer Vision,FALSE
Guided Variational Autoencoder for Disentanglement Learning,Computer Vision,FALSE
Online Deep Clustering for Unsupervised Representation Learning,Computer Vision,FALSE
A Disentangling Invertible Interpretation Network for Explaining Latent Representations,Computer Vision,FALSE
SynSin: End-to-End View Synthesis From a Single Image,Computer Vision,FALSE
HOPE-Net: A Graph-Based Model for Hand-Object Pose Estimation,Computer Vision,FALSE
Auto-Tuning Structured Light by Optical Stochastic Gradient Descent,Computer Vision,FALSE
HandVoxNet: Deep Voxel-Based Network for 3D Hand Shape and Pose Estimation From a Single Depth Map,Computer Vision,FALSE
Deep 3D Portrait From a Single Image,Computer Vision,FALSE
AnimalWeb: A Large-Scale Hierarchical Dataset of Annotated Animal Faces,Computer Vision,FALSE
MANTRA: Memory Augmented Networks for Multiple Trajectory Prediction,Computer Vision,FALSE
Neural Point Cloud Rendering via Multi-Plane Projection,Computer Vision,FALSE
A2dele: Adaptive and Attentive Depth Distiller for Efficient RGB-D Salient Object Detection,Computer Vision,FALSE
Continual Learning With Extended Kronecker-Factored Approximate Curvature,Computer Vision,FALSE
Domain Balancing: Face Recognition on Long-Tailed Domains,Computer Vision,FALSE
Neural Pose Transfer by Spatially Adaptive Instance Normalization,Computer Vision,FALSE
RoutedFusion: Learning Real-Time Depth Map Fusion,Computer Vision,FALSE
Coherent Reconstruction of Multiple Humans From a Single Image,Computer Vision,FALSE
High-Performance Long-Term Tracking With Meta-Updater,Computer Vision,FALSE
Rethinking Class-Balanced Methods for Long-Tailed Visual Recognition From a Domain Adaptation Perspective,Computer Vision,FALSE
Softmax Splatting for Video Frame Interpolation,Computer Vision,FALSE
Cross-Domain Correspondence Learning for Exemplar-Based Image Translation,Computer Vision,FALSE
A Multi-Task Mean Teacher for Semi-Supervised Shadow Detection,Computer Vision,FALSE
Closed-Loop Matters: Dual Regression Networks for Single Image Super-Resolution,Computer Vision,FALSE
ROAM: Recurrently Optimizing Tracking Model,Computer Vision,FALSE
Wavelet Integrated CNNs for Noise-Robust Image Classification,Computer Vision,FALSE
Towards Causal VQA: Revealing and Reducing Spurious Correlations by Invariant and Covariant Semantic Editing,Computer Vision,FALSE
FReeNet: Multi-Identity Face Reenactment,Computer Vision,FALSE
Deep Snake for Real-Time Instance Segmentation,Computer Vision,FALSE
Learning Identity-Invariant Motion Representations for Cross-ID Face Reenactment,Computer Vision,FALSE
Unsupervised Domain Adaptation via Structurally Regularized Deep Clustering,Computer Vision,FALSE
Augment Your Batch: Improving Generalization Through Instance Repetition,Computer Vision,FALSE
AdaCoF: Adaptive Collaboration of Flows for Video Frame Interpolation,Computer Vision,FALSE
Blurry Video Frame Interpolation,Computer Vision,FALSE
Self-Learning With Rectification Strategy for Human Parsing,Computer Vision,FALSE
HigherHRNet: Scale-Aware Representation Learning for Bottom-Up Human Pose Estimation,Computer Vision,FALSE
CNN-Generated Images Are Surprisingly Easy to Spot... for Now,Computer Vision,FALSE
Determinant Regularization for Gradient-Efficient Graph Matching,Computer Vision,FALSE
A Stochastic Conditioning Scheme for Diverse Human Motion Prediction,Computer Vision,FALSE
Can Facial Pose and Expression Be Separated With Weak Perspective Camera?,Computer Vision,FALSE
Probability Weighted Compact Feature for Domain Adaptive Retrieval,Computer Vision,FALSE
Compositional Convolutional Neural Networks: A Deep Architecture With Innate Robustness to Partial Occlusion,Computer Vision,FALSE
Cascade EF-GAN: Progressive Facial Expression Editing With Local Focuses,Computer Vision,FALSE
TPNet: Trajectory Proposal Network for Motion Prediction,Computer Vision,FALSE
Part-Aware Context Network for Human Parsing,Computer Vision,FALSE
Lighthouse: Predicting Lighting Volumes for Spatially-Coherent Illumination,Computer Vision,FALSE
Joint Texture and Geometry Optimization for RGB-D Reconstruction,Computer Vision,FALSE
Hyperbolic Visual Embedding Learning for Zero-Shot Recognition,Computer Vision,FALSE
LSM: Learning Subspace Minimization for Low-Level Vision,Computer Vision,FALSE
Erasing Integrated Learning: A Simple Yet Effective Approach for Weakly Supervised Object Localization,Computer Vision,FALSE
Self-Supervised Deep Visual Odometry With Online Adaptation,Computer Vision,FALSE
Weakly-Supervised Semantic Segmentation via Sub-Category Exploration,Computer Vision,FALSE
Normalizing Flows With Multi-Scale Autoregressive Priors,Computer Vision,FALSE
Dynamic Neural Relational Inference,Computer Vision,FALSE
Embedding Expansion: Augmentation in Embedding Space for Deep Metric Learning,Computer Vision,FALSE
LT-Net: Label Transfer by Learning Reversible Voxel-Wise Correspondence for One-Shot Medical Image Segmentation,Computer Vision,FALSE
Transferring Dense Pose to Proximal Animal Classes,Computer Vision,FALSE
Suppressing Uncertainties for Large-Scale Facial Expression Recognition,Computer Vision,FALSE
Scale-Space Flow for End-to-End Optimized Video Compression,Computer Vision,FALSE
StyleRig: Rigging StyleGAN for 3D Control Over Portrait Images,Computer Vision,FALSE
Semantic Pyramid for Image Generation,Computer Vision,FALSE
Towards Backward-Compatible Representation Learning,Computer Vision,FALSE
Global-Local GCN: Large-Scale Label Noise Cleansing for Face Recognition,Computer Vision,FALSE
Adaptive Graph Convolutional Network With Attention Graph Clustering for Co-Saliency Detection,Computer Vision,FALSE
UniPose: Unified Human Pose Estimation in Single Images and Videos,Computer Vision,FALSE
Novel View Synthesis of Dynamic Scenes With Globally Coherent Depths From a Monocular Camera,Computer Vision,FALSE
Cogradient Descent for Bilinear Optimization,Computer Vision,FALSE
AdversarialNAS: Adversarial Neural Architecture Search for GANs,Computer Vision,FALSE
Belief Propagation Reloaded: Learning BP-Layers for Labeling Problems,Computer Vision,FALSE
DoveNet: Deep Image Harmonization via Domain Verification,Computer Vision,FALSE
Self-Supervised 3D Human Pose Estimation via Part Guided Novel Image Synthesis,Computer Vision,FALSE
Self-Supervised Learning of Interpretable Keypoints From Unlabelled Videos,Computer Vision,FALSE
Distribution-Aware Coordinate Representation for Human Pose Estimation,Computer Vision,FALSE
Attention Mechanism Exploits Temporal Contexts: Real-Time 3D Human Pose Reconstruction,Computer Vision,FALSE
MaskFlownet: Asymmetric Feature Matching With Learnable Occlusion Mask,Computer Vision,FALSE
3FabRec: Fast Few-Shot Face Alignment by Reconstruction,Computer Vision,FALSE
MARMVS: Matching Ambiguity Reduced Multiple View Stereo for Efficient Large Scale Scene Reconstruction,Computer Vision,FALSE
Bodies at Rest: 3D Human Pose and Shape Estimation From a Pressure Image Using Synthetic Data,Computer Vision,FALSE
Cars Can't Fly Up in the Sky: Improving Urban-Scene Segmentation via Height-Driven Attention Networks,Computer Vision,FALSE
Compressed Volumetric Heatmaps for Multi-Person 3D Pose Estimation,Computer Vision,FALSE
3D-MPA: Multi-Proposal Aggregation for 3D Semantic Instance Segmentation,Computer Vision,FALSE
Domain Adaptive Image-to-Image Translation,Computer Vision,FALSE
Video Playback Rate Perception for Self-Supervised Spatio-Temporal Representation Learning,Computer Vision,FALSE
Warping Residual Based Image Stitching for Large Parallax,Computer Vision,FALSE
GLU-Net: Global-Local Universal Network for Dense Flow and Correspondences,Computer Vision,FALSE
SAINT: Spatially Aware Interpolation NeTwork for Medical Slice Synthesis,Computer Vision,FALSE
StarGAN v2: Diverse Image Synthesis for Multiple Domains,Computer Vision,FALSE
Local Deep Implicit Functions for 3D Shape,Computer Vision,FALSE
Weakly-Supervised Domain Adaptation via GAN and Mesh Model for Estimating 3D Hand Poses Interacting Objects,Computer Vision,FALSE
Global Texture Enhancement for Fake Face Detection in the Wild,Computer Vision,FALSE
C-Flow: Conditional Generative Flow Models for Images and 3D Point Clouds,Computer Vision,FALSE
Hyperbolic Image Embeddings,Computer Vision,FALSE
Nested Scale-Editing for Conditional Image Synthesis,Computer Vision,FALSE
Joint Spatial-Temporal Optimization for Stereo 3D Object Tracking,Computer Vision,FALSE
Reusing Discriminators for Encoding: Towards Unsupervised Image-to-Image Translation,Computer Vision,FALSE
Learning Representations by Predicting Bags of Visual Words,Computer Vision,FALSE
Global-Local Bidirectional Reasoning for Unsupervised Representation Learning of 3D Point Clouds,Computer Vision,FALSE
Knowledge As Priors: Cross-Modal Knowledge Generalization for Datasets Without Superior Knowledge,Computer Vision,FALSE
Large Scale Video Representation Learning via Relational Graph Clustering,Computer Vision,FALSE
ASLFeat: Learning Local Features of Accurate Shape and Localization,Computer Vision,FALSE
Video Super-Resolution With Temporal Group Attention,Computer Vision,FALSE
"TailorNet: Predicting Clothing in 3D as a Function of Human Pose, Shape and Garment Style",Computer Vision,FALSE
CurricularFace: Adaptive Curriculum Learning Loss for Deep Face Recognition,Computer Vision,FALSE
On the Detection of Digital Face Manipulation,Computer Vision,FALSE
Sketch-BERT: Learning Sketch Bidirectional Encoder Representation From Transformers by Self-Supervised Learning of Sketch Gestalt,Computer Vision,FALSE
Decoupled Representation Learning for Skeleton-Based Gesture Recognition,Computer Vision,FALSE
Analyzing and Improving the Image Quality of StyleGAN,Computer Vision,FALSE
Learning to Dress 3D People in Generative Clothing,Computer Vision,FALSE
Cross-Modal Pattern-Propagation for RGB-T Tracking,Computer Vision,FALSE
Channel Attention Based Iterative Residual Learning for Depth Map Super-Resolution,Computer Vision,FALSE
Averaging Essential and Fundamental Matrices in Collinear Camera Settings,Computer Vision,FALSE
Deep Spatial Gradient and Temporal Depth Learning for Face Anti-Spoofing,Computer Vision,FALSE
Instance-Aware Image Colorization,Computer Vision,FALSE
ReDA:Reinforced Differentiable Attribute for 3D Face Reconstruction,Computer Vision,FALSE
Towards Global Explanations of Convolutional Neural Networks With Concept Attribution,Computer Vision,FALSE
Cross-Domain Face Presentation Attack Detection via Multi-Domain Disentangled Representation Learning,Computer Vision,FALSE
Time Flies: Animating a Still Image With Time-Lapse Video As Reference,Computer Vision,FALSE
PandaNet: Anchor-Based Single-Shot Multi-Person 3D Pose Estimation,Computer Vision,FALSE
Modeling the Background for Incremental Learning in Semantic Segmentation,Computer Vision,FALSE
F-BRS: Rethinking Backpropagating Refinement for Interactive Segmentation,Computer Vision,FALSE
Steering Self-Supervised Feature Learning Beyond Local Pixel Statistics,Computer Vision,FALSE
Weakly-Supervised Mesh-Convolutional Hand Reconstruction in the Wild,Computer Vision,FALSE
Reinforced Feature Points: Optimizing Feature Detection and Description for a High-Level Task,Computer Vision,FALSE
ProAlignNet: Unsupervised Learning for Progressively Aligning Noisy Contours,Computer Vision,FALSE
Attentive Normalization for Conditional Image Generation,Computer Vision,FALSE
Learning by Analogy: Reliable Supervision From Transformations for Unsupervised Optical Flow Estimation,Computer Vision,FALSE
Towards Better Generalization: Joint Depth-Pose Learning Without PoseNet,Computer Vision,FALSE
Quasi-Newton Solver for Robust Non-Rigid Registration,Computer Vision,FALSE
Multi-Scale Progressive Fusion Network for Single Image Deraining,Computer Vision,FALSE
Three-Dimensional Reconstruction of Human Interactions,Computer Vision,FALSE
Real-Time Panoptic Segmentation From Dense Detections,Computer Vision,FALSE
NestedVAE: Isolating Common Factors via Weak Supervision,Computer Vision,FALSE
Recurrent Feature Reasoning for Image Inpainting,Computer Vision,FALSE
Harmonizing Transferability and Discriminability for Adapting Object Detectors,Computer Vision,FALSE
Unsupervised Magnification of Posture Deviations Across Subjects,Computer Vision,FALSE
PADS: Policy-Adapted Sampling for Visual Similarity Learning,Computer Vision,FALSE
Interactive Multi-Label CNN Learning With Partial Labels,Computer Vision,FALSE
SketchyCOCO: Image Generation From Freehand Scene Sketches,Computer Vision,FALSE
Effectively Unbiased FID and Inception Score and Where to Find Them,Computer Vision,FALSE
Controllable Orthogonalization in Training DNNs,Computer Vision,FALSE
Interpreting the Latent Space of GANs for Semantic Face Editing,Computer Vision,FALSE
Tracking by Instance Detection: A Meta-Learning Approach,Computer Vision,FALSE
Learned Image Compression With Discretized Gaussian Mixture Likelihoods and Attention Modules,Computer Vision,FALSE
PointGroup: Dual-Set Point Grouping for 3D Instance Segmentation,Computer Vision,FALSE
Semantic Drift Compensation for Class-Incremental Learning,Computer Vision,FALSE
Generating 3D People in Scenes Without People,Computer Vision,FALSE
Computing Valid P-Values for Image Segmentation by Selective Inference,Computer Vision,FALSE
Recursive Least-Squares Estimator-Aided Online Learning for Visual Tracking,Computer Vision,FALSE
End-to-End Pseudo-LiDAR for Image-Based 3D Object Detection,Computer Vision,FALSE
A Quantum Computational Approach to Correspondence Problems on Point Sets,Computer Vision,FALSE
High-Frequency Component Helps Explain the Generalization of Convolutional Neural Networks,Computer Vision,FALSE
Rotate-and-Render: Unsupervised Photorealistic Face Rotation From Single-View Images,Computer Vision,FALSE
Scene-Adaptive Video Frame Interpolation via Meta-Learning,Computer Vision,FALSE
On the Distribution of Minima in Intrinsic-Metric Rotation Averaging,Computer Vision,FALSE
Explainable Object-Induced Action Decision for Autonomous Vehicles,Computer Vision,FALSE
DLWL: Improving Detection for Lowshot Classes With Weakly Labelled Data,Computer Vision,FALSE
Robust Partial Matching for Person Search in the Wild,Computer Vision,FALSE
Watch Your Up-Convolution: CNN Based Generative Deep Neural Networks Are Failing to Reproduce Spectral Distributions,Computer Vision,FALSE
The Devil Is in the Details: Delving Into Unbiased Data Processing for Human Pose Estimation,Computer Vision,FALSE
GraphTER: Unsupervised Learning of Graph Transformation Equivariant Representations via Auto-Encoding Node-Wise Transformations,Computer Vision,FALSE
UC-Net: Uncertainty Inspired RGB-D Saliency Detection via Conditional Variational Autoencoders,Computer Vision,FALSE
4D Visualization of Dynamic Events From Unconstrained Multi-View Videos,Computer Vision,FALSE
Factorized Higher-Order CNNs With an Application to Spatio-Temporal Emotion Estimation,Computer Vision,FALSE
Hardware-in-the-Loop End-to-End Optimization of Camera Image Processing Pipelines,Computer Vision,FALSE
VOLDOR: Visual Odometry From Log-Logistic Dense Optical Flow Residuals,Computer Vision,FALSE
